school_year,state_id,state_abbrev,eval_year,class_remove_year,suspension_year,PBIS,enroll,FRPL_percent,enroll_OTHER,enroll_AM,enroll_ASIAN,enroll_HISP,enroll_BLACK,enroll_WHITE,ODR_class,ODR_other,ODR_subjective,ODR_objective
2011,22,LA,2012,2009,2007,,1578,0.711911380290985,0,7,3,17,596,959,6.83611154556274,1.5777473449707,5.12800359725952,0.501595973968506
2012,22,LA,2012,2009,2007,,1509,0.703488349914551,0,10,10,25,575,890,3.80796957015991,1.53520965576172,3.28807020187378,0.333741247653961
2013,22,LA,2012,2009,2007,,1392,0.901803612709045,0,9,3,20,759,602,3.9005618095398,1.12959218025208,3.35491991043091,0.307790786027908
2014,22,LA,2012,2009,2007,,1508,0.683051705360413,0,7,11,23,590,875,1.73671936988831,0.712653815746307,1.28157913684845,0.158052787184715
2015,22,LA,2012,2009,2007,,1394,0.689703702926636,0,7,7,27,457,897,1.03042840957642,0.374820947647095,0.722822666168213,0.142709210515022
2016,22,LA,2012,2009,2007,,1588,0.697530865669251,0,7,6,27,643,900,1.2544219493866,0.623443186283112,0.893437325954437,0.245278388261795
2017,22,LA,2012,2009,2007,,1388,0.666290283203125,0,5,5,25,420,899,1.40405929088593,0.371441930532455,1.14346778392792,0.199166163802147
2006,23,ME,2016,,,,,,,,,,,,,,,
2007,23,ME,2016,,,,,,,,,,,,,,,
2008,23,ME,2016,,,,411,0.260657727718353,0,2,4,2,2,401,0.431099385023117,1.37541234493256,0.273713886737824,0.390042275190353
2009,23,ME,2016,,,,,,,,,,,,,,,
2010,23,ME,2016,,,0,1688,0.47809624671936,17,11,8,16,11,1476,1.19704067707062,2.01013255119324,0.518883109092712,1.09942889213562
2011,23,ME,2016,,,1,3660,0.0776340141892433,0,19,19,31,40,2746,3.73190784454346,3.85281372070313,1.93990516662598,1.56471717357636
2012,23,ME,2016,,,1,6039,0.474226802587509,28,29,91,88,138,5033,2.33918118476868,3.0014431476593,1.05420780181885,0.77599310874939
2013,23,ME,2016,,,1,5553,0.472563236951828,0,22,84,95,133,5147,2.58676862716675,2.46269726753235,1.73272526264191,0.876273393630981
2014,23,ME,2016,,,1,5764,0.501517057418823,0,32,67,96,139,5356,2.43438363075256,2.1941249370575,1.50839495658875,0.697805285453796
2015,23,ME,2016,,,1,5922,0.502780854701996,0,29,95,107,139,5451,2.42285704612732,2.48075413703918,1.77142858505249,1.02857136726379
2016,23,ME,2016,,,1,5899,0.496703296899796,0,27,94,107,129,5401,1.63695502281189,2.15233039855957,0.749831020832062,0.934672355651855
2017,23,ME,2016,,,1,5859,0.502780854701996,0,29,88,115,139,5349,1.72451591491699,2.21164011955261,1.25714290142059,0.759240746498108
2006,24,MD,2013,2009,2014,0,49881,0.312966406345367,0,273,1980,3162,17138,25616,1.45327484607697,0.868282198905945,1.01462852954865,0.330091238021851
2007,24,MD,2013,2009,2014,0,64375,0.309359610080719,0,335,2711,4929,22183,31455,1.11789190769196,0.704642653465271,0.654378175735474,0.290737926959991
2008,24,MD,2013,2009,2014,1,71350,0.351924598217011,0,359,3095,5845,24500,33944,1.2077294588089,0.765791475772858,0.828993320465088,0.287554621696472
2009,24,MD,2013,2009,2014,1,81104,0.366400003433228,65,416,3678,6586,25113,37219,0.952275156974792,0.669077754020691,0.662251651287079,0.252899914979935
2010,24,MD,2013,2009,2014,1,78947,0.403722286224365,401,333,3423,7281,23369,36131,0.881274342536926,0.691163241863251,0.582521319389343,0.252000272274017
2011,24,MD,2013,2009,2014,1,79641,0.393939405679703,1546,345,3430,8135,23859,36616,0.676097333431244,0.591563761234283,0.437572360038757,0.231991648674011
2012,24,MD,2013,2009,2014,1,78376,0.420726180076599,2466,343,3418,8589,25638,34661,0.723218083381653,0.564640581607819,0.436955571174622,0.217571124434471
2013,24,MD,2013,2009,2014,1,75514,0.418049097061157,152,321,3307,9129,24331,34023,0.715372920036316,0.504658401012421,0.392059445381165,0.197157636284828
2014,24,MD,2013,2009,2014,1,84629,0.432108998298645,0,374,4019,11265,26785,37216,0.510195374488831,0.473462104797363,0.308708637952805,0.191773623228073
2015,24,MD,2013,2009,2014,1,79218,0.446783483028412,0,309,3317,11272,24845,34369,0.65370512008667,0.531141519546509,0.365049064159393,0.201738804578781
2016,24,MD,2013,2009,2014,1,75902,0.442129641771317,0,272,2977,10716,23619,33132,0.621159017086029,0.547650873661041,0.325015842914581,0.209536746144295
2017,24,MD,2013,2009,2014,1,53051,0.451612889766693,0,163,2165,8551,13480,25377,0.612917482852936,0.606173932552338,0.366923362016678,0.216592907905579
2006,25,MA,2013,,,,,,,,,,,,,,,
2007,25,MA,2013,,,,,,,,,,,,,,,
2008,25,MA,2013,,,1,812,0.509343266487122,0,4,33,125,24,606,0.233943790197372,0.200455754995346,0.14767137169838,0.115710511803627
2009,25,MA,2013,,,1,879,0.545878410339356,0,2,53,128,32,648,0.205527633428574,0.224748224020004,0.132771193981171,0.120418719947338
2010,25,MA,2013,,,0,876,0.572023212909699,0,0,56,129,27,637,0.377177506685257,0.253969550132751,0.250337809324265,0.0984349846839905
2011,25,MA,2013,,,,906,0.58632880449295,0,2,65,153,27,640,0.26473730802536,0.284782886505127,0.203381523489952,0.14201220870018
2012,25,MA,2013,,,1,894,0.606817603111267,0,2,76,145,34,622,0.161203011870384,0.280444592237473,0.120915308594704,0.0716917887330055
2013,25,MA,2013,,,,916,0.623284816741943,0,2,84,147,42,604,0.297145038843155,0.232179671525955,0.200262203812599,0.0450601577758789
2014,25,MA,2013,,,,937,0.697247743606567,0,2,96,139,41,632,0.18498957157135,0.153331637382507,0.126927733421326,0.045319739729166
2015,25,MA,2013,,,,948,0.568033576011658,0,1,98,130,34,654,0.287311553955078,0.263434201478958,0.198766753077507,0.150914147496223
2016,25,MA,2013,,,,966,0.568033576011658,0,1,98,130,34,654,0.330685645341873,0.266769796609879,0.201316654682159,0.148984223604202
2017,25,MA,2013,,,,975,0.568033576011658,0,1,98,130,34,654,0.371898353099823,0.381381005048752,0.273376047611237,0.261613756418228
2006,26,MI,2011,,2017,0,16943,0.56886225938797,0,132,217,1123,3927,9730,2.76345777511597,2.540611743927,1.60191321372986,1.11762499809265
2007,26,MI,2011,,2017,0,38332,0.537366807460785,0,523,608,2962,6087,22487,1.99343132972717,2.18299674987793,1.29864573478699,0.848006725311279
2008,26,MI,2011,,2017,0,41340,0.577302932739258,0,523,1233,3036,6400,23667,2.13568019866943,2.01563382148743,1.28693175315857,0.862545609474182
2009,26,MI,2011,,2017,0,42471,0.631025612354279,13,566,750,3285,7599,25645,1.69079673290253,1.85372853279114,1.04526937007904,0.776764392852783
2010,26,MI,2011,,2017,0,43561,0.623670220375061,194,509,691,3923,7745,25208,1.79501795768738,1.82393193244934,1.08294796943665,0.780309677124023
2011,26,MI,2011,,2017,1,46244,0.619640409946442,402,613,812,3841,8168,27808,2.02420234680176,1.81673073768616,1.34445190429688,0.805588245391846
2012,26,MI,2011,,2017,1,50651,0.644247770309448,705,493,807,4743,9623,27630,1.71015775203705,1.84284245967865,1.13491272926331,0.722385168075562
2013,26,MI,2011,,2017,0,29971,0.588972449302673,0,360,473,2416,3905,21538,1.65500199794769,1.7040148973465,0.969473958015442,0.696492969989777
2014,26,MI,2011,,2017,0,25464,0.593974173069,0,434,343,2692,2764,17998,1.69270837306976,1.9157087802887,1.00203692913055,0.776140511035919
2015,26,MI,2011,,2017,1,26023,0.589707732200623,0,127,381,3027,2802,18437,1.5724618434906,1.59408009052277,1.00792622566223,0.71502411365509
2016,26,MI,2011,,2017,1,25497,0.638928115367889,0,126,387,2941,3120,17449,1.99994385242462,1.90857219696045,1.16300559043884,0.790599405765533
2017,26,MI,2011,,2017,1,26374,0.644113898277283,0,140,368,3631,3487,17498,2.01866817474365,1.75015163421631,1.3203558921814,0.750227093696594
2006,27,MN,2014,2016,,1,2043,0.365105003118515,0,34,14,20,23,1553,1.29424285888672,2.08207273483276,0.876597106456757,0.882539451122284
2007,27,MN,2014,2016,,0,3741,0.302729368209839,0,34,48,46,62,3169,0.73135370016098,1.47820210456848,0.453564882278442,0.738715529441834
2008,27,MN,2014,2016,,1,4916,0.26560840010643,0,36,104,76,139,3939,1.36770510673523,1.22970628738403,0.90936154127121,0.608096539974213
2009,27,MN,2014,2016,,1,11816,0.372019082307816,0,86,1067,716,985,7276,1.21997272968292,0.980143070220947,0.779042720794678,0.404503464698792
2010,27,MN,2014,2016,,1,29280,0.432298421859741,3,224,3013,2262,3207,16395,1.34247517585754,1.2785964012146,0.838173747062683,0.531844615936279
2011,27,MN,2014,2016,,1,25961,0.434657037258148,92,190,2886,2047,2933,15214,1.84523808956146,1.3412698507309,0.961157381534576,0.589103281497955
2012,27,MN,2014,2016,,1,28830,0.43817538022995,214,187,3545,2208,3596,17242,1.78439068794251,1.50784230232239,1.07453346252441,0.565272808074951
2013,27,MN,2014,2016,,0,25388,0.449624001979828,28,182,3005,2002,3212,15891,1.92904365062714,1.52630853652954,1.20769500732422,0.504279494285584
2014,27,MN,2014,2016,,0,27713,0.43070787191391,0,191,3392,2150,3493,17640,1.58737909793854,1.61393082141876,0.993129432201385,0.589297115802765
2015,27,MN,2014,2016,,0,31067,0.418853282928467,0,202,3940,2747,4085,18896,1.53025722503662,1.42845821380615,0.896839261054993,0.580715715885162
2016,27,MN,2014,2016,,1,27737,0.439821690320969,0,226,3854,2640,4124,16050,1.29998862743378,1.43913853168488,0.854358732700348,0.691408514976502
2017,27,MN,2014,2016,,1,21698,0.448313385248184,0,145,3233,2263,3417,11770,1.25497567653656,1.33900368213654,0.775446474552155,0.554750382900238
2006,28,MS,2014,,,,,,,,,,,,,,,
2007,28,MS,2014,,,,,,,,,,,,,,,
2008,28,MS,2014,,,,,,,,,,,,,,,
2009,28,MS,2014,,,,1041,0.659568905830383,0,0,26,66,180,1020,0.536701440811157,0.920228898525238,0.308487117290497,0.401521921157837
2010,28,MS,2014,,,,3015,0.665436625480652,0,1,37,119,600,2242,0.836621999740601,1.11253917217255,0.519247233867645,0.415680080652237
2011,28,MS,2014,,,,1948,0.547839760780335,0,1,42,56,357,1254,1.97016894817352,1.92677593231201,1.43039798736572,0.70615565776825
2012,28,MS,2014,,,1,2328,0.782037258148193,0,0,34,73,491,1704,2.25797891616821,1.6419575214386,1.68851804733276,0.538568139076233
2013,28,MS,2014,,,1,3295,0.686635971069336,0,0,45,102,671,2441,0.995263695716858,1.1461067199707,0.803251385688782,0.485564291477203
2014,28,MS,2014,,,1,2543,0.531717658042908,0,1,52,96,505,1867,1.06940603256226,1.23118710517883,0.7971111536026,0.368573188781738
2015,28,MS,2014,,,1,3238,0.704651176929474,0,2,64,124,612,2355,0.804263591766357,0.881898760795593,0.484496116638184,0.321059882640839
2016,28,MS,2014,,,1,3205,0.718009471893311,0,2,75,123,630,2339,0.710900485515595,1.08542549610138,0.464060038328171,0.405998855829239
2017,28,MS,2014,,,1,3203,0.750464379787445,0,2,77,137,627,2293,1.28600823879242,1.48605394363403,0.971650660037994,0.304076254367828
2006,29,MO,2013,,,0,2893,0.601869165897369,0,18,63,136,373,2003,2.34453773498535,2.13528895378113,1.69216191768646,0.822728216648102
2007,29,MO,2013,,,1,6272,0.46278315782547,0,33,104,235,591,5109,1.91318118572235,2.15179324150085,1.25757682323456,0.868551015853882
2008,29,MO,2013,,,1,14142,0.48128342628479,0,103,290,606,1113,12079,1.73275303840637,1.80124223232269,1.15651190280914,0.672268927097321
2009,29,MO,2013,,,1,27970,0.505236625671387,34,199,664,1434,2154,22648,1.38067650794983,1.42286992073059,0.931178212165833,0.58304750919342
2010,29,MO,2013,,,1,28572,0.509013772010803,148,175,585,1671,1984,22146,1.98196363449097,1.80023634433746,1.15131270885468,0.666905522346497
2011,29,MO,2013,,,1,28561,0.527153313159943,172,165,559,1725,1951,22194,1.73751950263977,1.66505074501038,1.0817232131958,0.615527629852295
2012,29,MO,2013,,,1,28409,0.546099305152893,223,222,488,1805,1714,22667,1.7918313741684,1.56336057186127,1.19921100139618,0.59382426738739
2013,29,MO,2013,,,1,28365,0.555461466312408,0,209,505,1944,1948,22455,1.96894705295563,1.45028162002563,1.18917047977448,0.606684982776642
2014,29,MO,2013,,,1,29047,0.577454328536987,0,175,482,1990,1943,23256,1.81912875175476,1.48251748085022,0.977169454097748,0.637760698795319
2015,29,MO,2013,,,1,20210,0.539603233337402,0,155,231,1249,1055,16666,1.76116049289703,1.51450788974762,1.06549000740051,0.546941757202148
2016,29,MO,2013,,,1,14923,0.538860082626343,0,76,128,769,578,12961,1.91159176826477,1.48871338367462,1.19642782211304,0.714285731315613
2017,29,MO,2013,,,1,11726,0.545927226543427,0,63,118,617,515,10065,1.70984482765198,1.78030526638031,1.10048127174377,0.629095673561096
2006,30,MT,,,,0,2856,0.406542062759399,0,41,29,71,6,2556,4.61171865463257,1.91458976268768,2.11640214920044,1.12710881233215
2007,30,MT,,,,,4872,0.408988773822784,0,221,56,113,64,4269,1.70912992954254,2.52466249465942,1.01329338550568,1.20137667655945
2008,30,MT,,,,,6089,0.426630437374115,0,298,85,175,118,5294,1.42071080207825,2.02853107452393,0.743532776832581,0.834361612796783
2009,30,MT,,,,1,8042,0.461333334445953,0,578,119,218,133,6581,1.54454362392426,1.69082129001617,0.766626834869385,0.715356349945068
2010,30,MT,,,,1,8518,0.443776398897171,0,827,85,306,141,7055,1.24775445461273,1.99612092971802,0.822035670280457,0.861376821994782
2011,30,MT,,,,1,14146,0.427947610616684,0,1239,141,508,226,11093,1.55445265769959,2.42921948432922,0.849298179149628,0.783718883991242
2012,30,MT,,,,1,18236,0.452694624662399,18,1772,196,614,257,13603,1.49097347259521,2.03189134597778,0.794802665710449,0.809339642524719
2013,30,MT,,,,1,20768,0.439678907394409,0,2735,270,762,274,15981,1.44971990585327,1.6778472661972,0.803891181945801,0.619416356086731
2014,30,MT,,,,1,14621,0.405912339687347,0,2266,183,509,138,11077,1.56570386886597,1.54009628295898,1.00147879123688,0.529326915740967
2015,30,MT,,,,1,15243,0.462857156991959,0,2584,196,568,150,11244,1.59467840194702,1.87125742435455,1.13542532920837,0.731869578361511
2016,30,MT,,,,1,15596,0.450980395078659,0,2656,194,571,143,11455,1.78637826442719,1.77505600452423,1.24686706066132,0.634920597076416
2017,30,MT,,,,1,15466,0.445344120264053,0,2566,198,568,141,11347,1.63073527812958,1.78571426868439,0.967074751853943,0.750082433223724
2006,31,NE,,,,,1843,0.562390148639679,0,10,47,155,55,1461,1.12986791133881,0.916276574134827,0.795092225074768,0.48573699593544
2007,31,NE,,,,,3666,0.463768124580383,0,21,85,526,143,2967,1.41507792472839,1.30462348461151,1.04633092880249,0.607684671878815
2008,31,NE,,,,,9587,0.406570851802826,0,376,177,896,365,6872,1.90879797935486,1.37545418739319,1.38042533397675,0.509886801242828
2009,31,NE,,,,,12681,0.414134979248047,91,445,289,1206,546,9972,1.41194593906403,1.14608860015869,1.00251460075378,0.485706806182861
2010,31,NE,,,,1,15455,0.454624354839325,153,415,323,1676,591,11412,1.48574709892273,1.1695864200592,0.984504878520966,0.441117227077484
2011,31,NE,,,,0,13493,0.479198157787323,177,462,308,1534,568,9966,1.86263060569763,1.54447865486145,1.09663152694702,0.545525908470154
2012,31,NE,,,,0,15248,0.5,105,447,380,1760,645,10909,2.52161383628845,1.33290922641754,1.36565947532654,0.496205747127533
2013,31,NE,,,,1,15252,0.512315273284912,32,297,408,1711,577,11062,1.92741751670837,1.37522101402283,1.3748596906662,0.465549349784851
2014,31,NE,,,,1,13051,0.434521317481995,0,104,375,1524,565,9955,2.71651124954224,1.58965706825256,1.21096956729889,0.52743399143219
2015,31,NE,,,,1,13884,0.459161162376404,0,90,319,1716,515,10717,1.674769282341,1.10207688808441,0.962235748767853,0.423226684331894
2016,31,NE,,,,1,11918,0.437219738960266,0,69,295,1339,444,9279,2.4411404132843,0.911458313465118,1.34099614620209,0.485790640115738
2017,31,NE,,,,1,12297,0.423200845718384,0,61,307,1534,441,9500,3.01155996322632,1.3636999130249,1.92366540431976,0.592118561267853
2006,33,NH,2016,,,1,9355,0.278026908636093,0,30,135,153,99,6305,3.93164539337158,3.76681613922119,2.79427671432495,1.39713835716248
2007,33,NH,2016,,,0,11305,0.271807134151459,0,37,185,254,140,8799,4.02982044219971,3.19597315788269,2.65096998214722,1.26873540878296
2008,33,NH,2016,,,0,10735,0.343949049711227,0,26,178,199,131,8143,5.12758445739746,3.54900765419006,3.64595937728882,1.36182856559753
2009,33,NH,2016,,,1,11876,0.354277104139328,2,40,213,236,157,9583,5.30186462402344,4.22794818878174,3.55996465682983,1.33334958553314
2010,33,NH,2016,,,0,12995,0.390168964862824,0,39,277,316,217,10574,3.9181957244873,3.74708008766174,2.48346614837647,1.19359862804413
2011,33,NH,2016,,,1,14117,0.396296292543411,4,40,222,279,200,10704,4.51444578170776,3.68858671188355,2.83993101119995,1.26835215091705
2012,33,NH,2016,,,,14306,0.405241638422012,0,51,319,356,236,11213,3.50235247612,3.29910802841187,2.1659369468689,1.11971771717072
2013,33,NH,2016,,,,13220,0.431818187236786,0,40,358,377,278,11196,3.47222232818604,2.7318069934845,2.17640328407288,1.09369301795959
2014,33,NH,2016,,,0,12713,0.421630144119263,0,86,357,409,283,11205,3.23317503929138,2.73654866218567,1.83671951293945,1.24006223678589
2015,33,NH,2016,,,0,13082,0.432307362556458,0,46,361,427,262,11619,3.72613096237183,3.31124496459961,2.39194107055664,1.37662959098816
2016,33,NH,2016,,,0,13788,0.441973865032196,0,50,400,448,296,12221,3.77832937240601,2.96980762481689,2.39617252349854,1.25114798545837
2017,33,NH,2016,,,0,14019,0.444297075271606,0,49,392,481,296,12387,4.55322360992432,3.14694952964783,2.76015615463257,1.10366070270538
2006,34,NJ,2013,2012,2016,,,,,,,,,,,,,
2007,34,NJ,2013,2012,2016,0,1737,0.493951618671417,0,0,84,346,745,463,1.09878182411194,1.00920712947845,0.567465424537659,0.494829684495926
2008,34,NJ,2013,2012,2016,,1946,0.500537097454071,0,1,95,384,768,464,0.692433953285217,0.74306333065033,0.372772693634033,0.435928702354431
2009,34,NJ,2013,2012,2016,,3747,0.563364624977112,4,12,172,1268,1048,642,0.351276814937592,0.614277303218842,0.156193122267723,0.296810418367386
2010,34,NJ,2013,2012,2016,,2441,0.566003024578095,15,0,62,505,920,456,0.554780185222626,0.529584527015686,0.2980095744133,0.21147683262825
2011,34,NJ,2013,2012,2016,,3421,0.64419150352478,32,4,238,1366,1056,709,0.351544976234436,0.508879005908966,0.203384935855865,0.189820796251297
2012,34,NJ,2013,2012,2016,0,2570,0.735343396663666,6,2,236,1349,874,521,0.345333695411682,0.460636496543884,0.222000226378441,0.23433355987072
2013,34,NJ,2013,2012,2016,,3104,0.753883898258209,0,2,246,1439,833,534,0.295037150382996,0.305750727653503,0.208170711994171,0.15765318274498
2014,34,NJ,2013,2012,2016,,3597,0.72141444683075,0,2,185,1386,1181,647,0.610615730285645,0.801411390304565,0.359673202037811,0.251931011676788
2015,34,NJ,2013,2012,2016,,1702,0.788879215717316,0,2,132,662,512,374,0.257648557424545,0.635133624076843,0.13781201839447,0.335542321205139
2016,34,NJ,2013,2012,2016,,1680,0.823209404945374,0,2,79,649,447,250,0.287921696901321,0.533854782581329,0.0959738940000534,0.359902113676071
2017,34,NJ,2013,2012,2016,,1234,0.831248164176941,0,1,25,624,419,140,0.606532454490662,0.671373128890991,0.206323742866516,0.432579070329666
2006,35,NM,2013,2009,,,695,0.978131234645844,0,43,6,533,6,101,0.510685086250305,2.00302338600159,0.34045672416687,0.944822371006012
2007,35,NM,2013,2009,,,880,0.839773833751679,0,35,7,615,7,107,1.26451420783997,2.48189616203308,0.600751519203186,1.07702612876892
2008,35,NM,2013,2009,,,662,0.690909087657929,0,33,8,432,6,80,0.860853433609009,1.93901407718658,0.460111290216446,1.18200170993805
2009,35,NM,2013,2009,,,2021,0.734177231788635,0,252,15,1158,17,359,0.994171142578125,1.62180817127228,0.396353542804718,0.806862592697144
2010,35,NM,2013,2009,,,1693,0.996825397014618,0,234,11,1137,16,303,0.804539322853088,1.87436676025391,0.423441737890244,1.06382977962494
2011,35,NM,2013,2009,,,1289,0.740677952766419,0,240,2,718,13,311,0.475517868995667,1.23822975158691,0.238765522837639,0.720338940620422
2012,35,NM,2013,2009,,,1296,0.728767096996307,0,244,3,727,16,308,0.681469440460205,1.38525474071503,0.33396515250206,0.892719745635986
2013,35,NM,2013,2009,,,1272,0.772070646286011,0,256,3,714,22,273,0.650972008705139,1.41414141654968,0.361155688762665,0.891742467880249
2014,35,NM,2013,2009,,,1857,0.869374334812164,0,271,10,1273,26,301,1.06630170345306,2.35541248321533,0.620683073997498,1.32420814037323
2015,35,NM,2013,2009,,,782,0.914536714553833,0,271,3,261,12,233,0.425304800271988,1.52574968338013,0.209277510643005,0.873140156269074
2016,35,NM,2013,2009,,,789,0.914536714553833,0,269,3,265,13,237,0.423303842544556,0.857393026351929,0.164135709404945,0.585305452346802
2017,35,NM,2013,2009,,,,,,,,,,,,,,
2006,36,NY,2012,,,1,2233,0.441784560680389,0,6,26,53,127,1831,1.98789036273956,4.3766040802002,1.29486429691315,1.56908488273621
2007,36,NY,2012,,,0,4489,0.436311781406403,0,19,423,327,314,3257,2.45402717590332,2.28936815261841,1.70944666862488,0.889232993125916
2008,36,NY,2012,,,1,7080,0.453164547681809,0,26,590,566,419,5001,2.73716926574707,2.41760754585266,1.40211856365204,1.08359324932098
2009,36,NY,2012,,,0,6567,0.496204137802124,0,27,543,327,324,4852,3.90519094467163,2.88463163375855,2.04874181747437,0.928730666637421
2010,36,NY,2012,,,1,6956,0.504484295845032,0,26,714,572,367,4692,3.22780871391296,2.72048354148865,1.97254979610443,0.806069254875183
2011,36,NY,2012,,,0,6003,0.5,2,26,621,328,225,4779,3.17153429985046,3.01491117477417,2.03448486328125,0.847204804420471
2012,36,NY,2012,,,1,6341,0.487756252288818,5,27,722,561,298,4875,2.48851823806763,2.46392154693604,1.61526966094971,0.834300041198731
2013,36,NY,2012,,,1,6693,0.526016533374786,0,23,696,585,305,4800,3.58683300018311,2.01696133613586,1.79474711418152,0.788755059242249
2014,36,NY,2012,,,1,5344,0.569047629833221,0,25,242,448,232,4299,3.70804047584534,3.1821928024292,2.3679416179657,1.27255296707153
2015,36,NY,2012,,,1,6450,0.599945962429047,0,31,685,647,307,4634,2.36183929443359,2.2885274887085,1.74077594280243,0.925269544124603
2016,36,NY,2012,,,1,4711,0.574117660522461,0,26,469,378,158,3580,4.10018157958984,2.63812017440796,2.47595238685608,0.867355227470398
2017,36,NY,2012,,,,586,0.811229944229126,0,3,1,29,23,453,9.86288642883301,3.73312306404114,6.84705877304077,0.965579390525818
2006,37,NC,2011,,2011,1,21777,0.421697288751602,0,81,752,2339,7343,8569,1.08607816696167,0.990601897239685,0.672221004962921,0.462121605873108
2007,37,NC,2011,,2011,0,53610,0.488659799098969,0,242,1914,5945,17777,22233,1.10094177722931,1.01983976364136,0.655770778656006,0.4733966588974
2008,37,NC,2011,,2011,1,68497,0.479579091072083,0,277,2862,7855,22758,28980,0.870546221733093,0.955603003501892,0.556590795516968,0.401698052883148
2009,37,NC,2011,,2011,1,69188,0.506894826889038,2186,221,2466,7661,19494,27711,0.773683667182922,0.868493556976318,0.474037528038025,0.393945753574371
2010,37,NC,2011,,2011,1,70601,0.529832005500794,2180,800,3131,9719,21632,30365,0.776469588279724,0.843143463134766,0.470666646957398,0.363089352846146
2011,37,NC,2011,,2011,1,74584,0.566052675247192,2116,730,3391,11123,22596,29842,0.720562696456909,0.83149266242981,0.426762640476227,0.373611748218536
