school_year,state_id,state_abbrev,eval_year,class_remove_year,suspension_year,PBIS,enroll,FRPL_percent,enroll_OTHER,enroll_AM,enroll_ASIAN,enroll_HISP,enroll_BLACK,enroll_WHITE,ODR_class,ODR_other,ODR_subjective,ODR_objective
2012,37,NC,2011,,2011,1,86190,0.619718313217163,2464,798,3972,14475,27697,34353,0.523062288761139,0.727573096752167,0.289514869451523,0.291600376367569
2013,37,NC,2011,,2011,0,35569,0.760843098163605,13,355,1532,7504,12360,12272,0.38828033208847,0.563298881053925,0.231245070695877,0.235133767127991
2014,37,NC,2011,,2011,0,26786,0.964229941368103,0,174,1392,6223,9150,8704,0.335524141788483,0.494992554187775,0.226794421672821,0.235053360462189
2015,37,NC,2011,,2011,1,26530,0.964020729064941,0,129,1196,6152,8436,9523,0.358806192874908,0.531520485877991,0.172071173787117,0.265754699707031
2016,37,NC,2011,,2011,1,23443,0.931531548500061,0,114,1023,5566,7269,8530,0.364365845918655,0.497777760028839,0.208818972110748,0.242812752723694
2017,37,NC,2011,,2011,1,19625,0.925631761550903,0,66,926,4605,6677,6509,0.403165310621262,0.558730185031891,0.234398439526558,0.240963861346245
2006,38,ND,2015,,,1,1663,0.429057896137238,0,681,17,44,16,904,5.08858871459961,2.48955988883972,3.10041522979736,0.985565841197968
2007,38,ND,2015,,,,2544,0.525322735309601,0,821,63,76,66,1855,1.78244495391846,2.05574774742126,1.34797096252441,1.017333984375
2008,38,ND,2015,,,,3044,0.503896117210388,0,830,61,85,97,1982,2.72708964347839,1.8410359621048,2.36011981964111,0.546789526939392
2009,38,ND,2015,,,0,3884,0.481876343488693,0,908,71,122,123,2562,1.95270121097565,1.47792947292328,1.34248208999634,0.597483515739441
2010,38,ND,2015,,,0,5493,0.454177439212799,0,829,90,115,172,3887,1.481400847435,1.41525483131409,1.02045094966888,0.536728858947754
2011,38,ND,2015,,,,6279,0.442776739597321,0,817,121,365,259,4465,1.40192663669586,1.82797288894653,0.992006480693817,0.504854381084442
2012,38,ND,2015,,,,6381,0.425427883863449,0,926,133,400,307,4462,1.54568195343018,1.67123866081238,1.06792569160461,0.4438895881176
2013,38,ND,2015,,,,6122,0.436817467212677,0,858,140,324,353,4318,1.43509459495544,1.35384726524353,0.901832818984985,0.478916466236115
2014,38,ND,2015,,,,5158,0.443131476640701,0,644,123,402,382,3518,1.35233676433563,1.40684866905212,0.9765625,0.455093026161194
2015,38,ND,2015,,,,5861,0.46307384967804,0,961,159,465,501,3672,1.12268912792206,1.18948817253113,0.752941191196442,0.508489549160004
2016,38,ND,2015,,,,6568,0.446153849363327,0,957,350,512,500,4123,1.00546443462372,1.13014948368073,0.693208396434784,0.48459005355835
2017,38,ND,2015,,,,6473,0.412331402301788,0,947,187,564,559,4034,1.1697860956192,1.33757078647614,0.635347068309784,0.514450371265411
2006,39,OH,2013,,2017,0,11676,0.383737504482269,0,15,72,275,1825,9010,2.00180792808533,1.62973165512085,1.44216275215149,0.769899249076843
2007,39,OH,2013,,2017,0,16951,0.598294377326965,0,34,111,342,2450,12786,2.1778507232666,1.43565773963928,1.46216917037964,0.562796115875244
2008,39,OH,2013,,2017,0,20872,0.477949649095535,0,36,140,455,2254,15549,1.40188145637512,1.34527862071991,0.984544038772583,0.524223625659943
2009,39,OH,2013,,2017,0,24255,0.578123688697815,231,38,183,533,2865,18338,2.25320482254028,1.51318025588989,1.13171696662903,0.585771560668945
2010,39,OH,2013,,2017,0,23844,0.553963720798492,201,38,180,713,2875,17577,1.57956993579865,1.21632516384125,0.963020026683807,0.485790640115738
2011,39,OH,2013,,2017,0,21617,0.591683268547058,255,34,155,824,3152,15458,1.36103796958923,1.25102174282074,0.960179805755615,0.573298454284668
2012,39,OH,2013,,2017,0,23985,0.636055588722229,141,34,178,906,3080,16534,1.15797019004822,0.965083718299866,0.793136954307556,0.403297483921051
2013,39,OH,2013,,2017,0,21133,0.588138401508331,0,26,224,958,2411,16165,1.06382977962494,0.766550540924072,0.539735734462738,0.300480782985687
2014,39,OH,2013,,2017,0,24986,0.583756327629089,0,35,198,1163,3395,18468,0.912972092628479,0.774016201496124,0.581395328044891,0.307679682970047
2015,39,OH,2013,,2017,0,19453,0.567299008369446,0,33,156,893,2885,14235,1.08789372444153,0.793054521083832,0.741564750671387,0.354787528514862
2016,39,OH,2013,,2017,0,16180,0.570712745189667,0,26,64,702,2674,11640,1.12027406692505,0.828196167945862,0.746369600296021,0.348116159439087
2017,39,OH,2013,,2017,0,13085,0.626465678215027,0,23,50,585,2426,9140,1.0084034204483,0.730082809925079,0.544754087924957,0.350763589143753
2006,40,OK,2012,,,,,,,,,,,,,,,
2007,40,OK,2012,,,,,,,,,,,,,,,
2008,40,OK,2012,,,,1216,0.51151317358017,0,322,14,63,43,775,1.24060153961182,1.0784775018692,0.808270633220673,0.366541355848312
2009,40,OK,2012,,,1,1248,0.551503002643585,0,290,13,71,53,820,1.27340400218964,0.955052971839905,0.698539972305298,0.398511290550232
2010,40,OK,2012,,,1,1266,0.523696660995483,0,126,10,105,31,646,1.67910623550415,1.18719899654388,0.612519025802612,0.439878523349762
2011,40,OK,2012,,,,1270,0.516535460948944,0,85,4,51,15,332,2.00303888320923,1.20873045921326,0.78509920835495,0.518027365207672
2012,40,OK,2012,,,,1249,0.554043233394623,0,99,8,46,15,322,1.7842845916748,0.583323836326599,0.546723067760468,0.267642706632614
2013,40,OK,2012,,,,1312,0.578726649284363,0,107,12,59,13,981,1.71773457527161,0.653253257274628,0.655395030975342,0.257017642259598
2014,40,OK,2012,,,,,,,,,,,,,,,
2015,40,OK,2012,,,,,,,,,,,,,,,
2016,40,OK,2012,,,,,,,,,,,,,,,
2017,40,OK,2012,,,,,,,,,,,,,,,
2006,41,OR,2013,2014,2014,1,50402,0.473455190658569,0,917,1738,6400,1065,31161,1.28210306167603,1.59177696704865,0.761610388755798,0.674892485141754
2007,41,OR,2013,2014,2014,1,58443,0.497041434049606,0,1306,2141,8771,1282,38158,1.33756184577942,1.75196945667267,0.892053484916687,0.767241835594177
2008,41,OR,2013,2014,2014,1,95528,0.51365339756012,0,1742,4282,16344,2357,62001,1.54031419754028,1.7278311252594,0.954140186309814,0.736995875835419
2009,41,OR,2013,2014,2014,1,114197,0.556756734848023,2170,2253,4697,20275,2217,70594,1.54130709171295,1.74418604373932,0.946551740169525,0.695216953754425
2010,41,OR,2013,2014,2014,1,112672,0.578571081161499,2574,2419,4117,21145,2053,69618,1.55034375190735,1.87093389034271,0.989139676094055,0.707795381546021
2011,41,OR,2013,2014,2014,1,111834,0.608837962150574,3087,2429,4139,22598,2099,69826,1.47058820724487,1.71212494373322,0.961685478687286,0.69321209192276
2012,41,OR,2013,2014,2014,1,109347,0.638472020626068,2287,2109,3996,23144,2073,65566,1.50649476051331,1.61483573913574,0.894052624702454,0.62369829416275
2013,41,OR,2013,2014,2014,1,102233,0.627887070178986,0,1612,3963,22222,1973,65855,1.420454621315,1.57845807075501,0.891265571117401,0.619292855262756
2014,41,OR,2013,2014,2014,1,117824,0.610029518604279,0,1814,4612,27014,2385,74548,1.34587371349335,1.3969132900238,0.841832578182221,0.57757294178009
2015,41,OR,2013,2014,2014,1,105969,0.600921034812927,0,1115,4294,25400,2329,65909,1.48504042625427,1.61650693416595,0.89525294303894,0.653944373130798
2016,41,OR,2013,2014,2014,1,97122,0.600000023841858,0,1102,3638,23463,2084,60277,1.57370173931122,1.73960816860199,0.962135314941406,0.698529422283173
2017,41,OR,2013,2014,2014,0,90315,0.611111104488373,0,1011,3140,21588,1927,56527,1.85213756561279,1.96364378929138,1.12162792682648,0.834098994731903
2006,42,PA,2013,,,,,,,,,,,,,,,
2007,42,PA,2013,,,1,816,0.485954821109772,0,2,42,83,209,480,1.21249651908875,1.13126420974731,0.812804996967316,0.487715274095535
2008,42,PA,2013,,,1,3542,0.422676086425781,0,7,84,133,515,3128,1.53853285312653,1.73880982398987,1.09699213504791,0.590429902076721
2009,42,PA,2013,,,1,7688,0.428907632827759,33,14,138,502,959,5717,1.21921122074127,1.55559325218201,0.793780446052551,0.610135316848755
2010,42,PA,2013,,,1,7545,0.438775628805161,2,13,141,507,965,5592,1.33058488368988,1.66884958744049,0.905389666557312,0.566588163375855
2011,42,PA,2013,,,1,7636,0.442895412445068,19,12,137,532,889,5259,1.62720680236816,1.54558396339417,0.838947415351868,0.64748215675354
2012,42,PA,2013,,,1,7057,0.518610775470734,0,17,127,508,754,5202,1.33124375343323,1.68032801151276,0.637340903282166,0.676218986511231
2013,42,PA,2013,,,1,7478,0.473043739795685,0,18,168,561,890,5572,1.37210130691528,1.64052081108093,0.749188184738159,0.575100541114807
2014,42,PA,2013,,,1,7770,0.508399605751038,0,27,179,592,986,5605,1.38103973865509,1.72363424301147,0.850410223007202,0.571141839027405
2015,42,PA,2013,,,0,6048,0.542189002037048,0,18,103,525,683,4419,1.20377445220947,1.18476569652557,0.717153608798981,0.465169370174408
2016,42,PA,2013,,,1,4971,0.592486441135407,0,22,101,422,570,3612,1.52011334896088,1.73812079429626,1.07386255264282,0.520914733409882
2017,42,PA,2013,,,1,4968,0.592486441135407,0,18,97,486,552,3567,0.809100329875946,1.30460643768311,0.491177916526794,0.429578334093094
2006,44,RI,2012,,2007,1,5770,0.176400482654572,0,33,168,992,373,3795,0.963117361068726,1.45740783214569,0.710496366024017,0.49226438999176
2007,44,RI,2012,,2007,0,7941,0.221574351191521,0,83,255,1083,449,6827,1.60298633575439,1.708456158638,1.0562664270401,0.548353850841522
2008,44,RI,2012,,2007,1,12031,0.218920767307282,0,105,329,1522,621,9009,2.2228422164917,2.03876781463623,1.47276389598846,0.707799196243286
2009,44,RI,2012,,2007,1,12017,0.271047234535217,0,77,330,1573,611,8637,1.78808510303497,1.6877133846283,1.33838713169098,0.512405574321747
2010,44,RI,2012,,2007,1,11560,0.301470577716827,459,70,265,1492,558,8270,2.11588549613953,1.80121517181396,1.16451132297516,0.659092307090759
2011,44,RI,2012,,2007,0,10595,0.277032375335693,0,55,198,1065,383,8679,1.90787482261658,1.94385600090027,1.2522828578949,0.621732711791992
2012,44,RI,2012,,2007,1,12217,0.31400465965271,0,58,240,1706,511,9069,1.86778259277344,1.34374833106995,1.34417831897736,0.544784784317017
2013,44,RI,2012,,2007,0,12358,0.307503074407578,0,75,294,2094,621,8632,1.4201899766922,1.2671594619751,0.986611485481262,0.4596326649189
2014,44,RI,2012,,2007,0,10586,0.315662622451782,0,43,189,1161,426,8471,1.36539900302887,1.53836560249329,1.03903317451477,0.563108801841736
2015,44,RI,2012,,2007,0,9624,0.301960796117783,0,42,219,1147,427,7524,1.58424317836761,1.829106092453,0.96228700876236,0.636054635047913
2016,44,RI,2012,,2007,0,6240,0.356010556221008,0,33,167,855,290,4715,1.90943670272827,2.39670562744141,1.27565145492554,0.819211006164551
2017,44,RI,2012,,2007,,4009,0.30174708366394,0,17,137,236,139,3396,3.10359358787537,2.80813360214233,2.07450675964355,1.0707368850708
2006,45,SC,2014,,,1,4189,0.455624103546143,0,19,51,115,640,1912,1.02039301395416,1.1733375787735,0.636630058288574,0.477245151996613
2007,45,SC,2014,,,0,7249,0.492854863405228,0,29,71,253,1745,3029,1.02877056598663,0.85888397693634,0.650213718414307,0.337904751300812
2008,45,SC,2014,,,1,7427,0.425641030073166,0,32,97,349,2135,3730,0.815554201602936,0.926469624042511,0.569287121295929,0.311669021844864
2009,45,SC,2014,,,1,8640,0.609644293785095,177,27,116,543,2849,3476,0.926390051841736,1.14206266403198,0.658769965171814,0.403384685516357
2010,45,SC,2014,,,1,10506,0.606727838516235,12,25,111,808,3238,4707,0.702848076820374,1.05658078193665,0.433932304382324,0.444698542356491
2011,45,SC,2014,,,1,9855,0.646135985851288,58,31,102,912,3256,5057,0.766950249671936,1.03690075874329,0.517046391963959,0.431151211261749
2012,45,SC,2014,,,1,8837,0.674825191497803,0,27,85,742,2835,3603,1.41574537754059,1.0562037229538,0.937040090560913,0.34682434797287
2013,45,SC,2014,,,0,7963,0.709421992301941,0,32,88,706,2722,4054,1.02790009975433,1.06461095809937,0.673029839992523,0.352640390396118
2014,45,SC,2014,,,0,9874,0.631741166114807,0,30,109,963,3628,4698,1.05404138565063,0.944123327732086,0.724046885967255,0.341641426086426
2015,45,SC,2014,,,,11201,0.626623392105103,0,35,107,1193,3702,5627,1.19547533988953,0.939295172691345,0.775545716285706,0.259259253740311
2016,45,SC,2014,,,,6021,0.572916746139526,0,20,61,510,2003,3214,0.620343565940857,0.615360260009766,0.449313849210739,0.18632847070694
2017,45,SC,2014,,,,3359,0.575605630874634,0,15,42,328,1164,1710,1.36772680282593,1.1088604927063,0.99231493473053,0.358029693365097
2006,46,SD,2015,,2014,,,,,,,,,,,,,
2007,46,SD,2015,,2014,,689,0.241086587309837,0,152,2,6,5,664,3.64208841323853,3.16480278968811,2.42022657394409,1.70355749130249
2008,46,SD,2015,,2014,,880,0.182186231017113,0,164,2,8,7,711,2.98378229141235,3.3231143951416,2.00088930130005,1.3339262008667
2009,46,SD,2015,,2014,,900,0.218181818723679,0,143,2,8,12,723,2.21855974197388,6.22253227233887,1.50016903877258,1.78541243076324
2010,46,SD,2015,,2014,,949,0.20242914557457,0,128,2,13,10,781,2.88786482810974,4.76257753372192,1.73522293567657,1.61486077308655
2011,46,SD,2015,,2014,,1575,0.237017303705215,0,129,5,19,13,1365,1.51657462120056,1.95687055587769,1.17412233352661,1.36980938911438
2012,46,SD,2015,,2014,1,1260,0.292738139629364,0,110,5,14,15,908,0.700552642345429,1.42951023578644,0.512119650840759,0.669202327728272
2013,46,SD,2015,,2014,1,1115,0.376043766736984,0,127,3,20,15,926,1.77034854888916,2.89194679260254,1.39784479141235,0.955515146255493
2014,46,SD,2015,,2014,1,1019,0.365620732307434,0,130,6,11,22,826,1.2283126115799,1.76454734802246,0.751566410064697,0.821434080600739
2015,46,SD,2015,,2014,,1501,0.278002709150314,0,128,4,24,21,1293,1.02783799171448,1.17419064044952,0.605326890945435,0.83232444524765
2016,46,SD,2015,,2014,1,1498,0.279132783412933,0,128,4,24,21,1293,1.20015490055084,1.7379310131073,0.554746568202972,0.495547831058502
2017,46,SD,2015,,2014,,1494,0.281805753707886,0,128,4,24,21,1293,1.24291574954987,2.68876814842224,0.642128169536591,0.559284090995789
2006,47,TN,2011,,2007,0,9759,0.581905007362366,0,18,32,180,609,7358,1.5627589225769,1.02760744094849,0.971246838569641,0.383890271186829
2007,47,TN,2011,,2007,0,16015,0.539231359958649,0,26,71,278,894,13326,1.45065951347351,1.28735613822937,1.05125570297241,0.410341441631317
2008,47,TN,2011,,2007,1,15863,0.538586497306824,0,26,81,308,996,13673,1.88560652732849,1.18565201759338,0.955897748470306,0.440026313066483
2009,47,TN,2011,,2007,0,16125,0.557493627071381,0,30,87,329,878,14654,1.18617355823517,1.25592947006226,0.655821442604065,0.407651841640472
2010,47,TN,2011,,2007,1,17461,0.562024354934692,25,27,83,443,1195,15237,0.924227952957153,1.03200078010559,0.587677717208862,0.322263717651367
2011,47,TN,2011,,2007,1,17753,0.577885389328003,48,25,84,427,1003,14942,1.08889889717102,1.06051647663116,0.614250600337982,0.360266327857971
2012,47,TN,2011,,2007,0,16538,0.635944724082947,38,24,75,446,913,13870,1.17736434936523,1.01395130157471,0.689590632915497,0.298258185386658
2013,47,TN,2011,,2007,0,13308,0.610169470310211,0,15,67,461,985,11682,0.872398972511292,0.919990479946136,0.498513698577881,0.291924893856049
2014,47,TN,2011,,2007,,8572,0.611888766288757,0,10,45,271,401,7588,0.541749060153961,0.707639932632446,0.34418597817421,0.20062455534935
2015,47,TN,2011,,2007,,7836,0.624463498592377,0,7,36,243,363,6919,0.590526044368744,0.691581666469574,0.344967514276505,0.231105700135231
2016,47,TN,2011,,2007,,6834,0.617216110229492,0,6,30,240,332,6000,1.56409382820129,0.76804918050766,0.825167655944824,0.245775729417801
2017,47,TN,2011,,2007,,7211,0.679538726806641,0,7,41,239,354,6332,1.0839536190033,0.852461218833923,0.482813239097595,0.262459874153137
2006,48,TX,2016,2015,2011,,,,,,,,,,,,,
2007,48,TX,2016,2015,2011,,,,,,,,,,,,,
2008,48,TX,2016,2015,2011,,,,,,,,,,,,,
2009,48,TX,2016,2015,2011,,,,,,,,,,,,,
2010,48,TX,2016,2015,2011,,,,,,,,,,,,,
2011,48,TX,2016,2015,2011,,,,,,,,,,,,,
2012,48,TX,2016,2015,2011,1,812,0.370918065309525,15,4,23,262,51,455,1.4968444108963,1.45159101486206,1.31931161880493,0.372470587491989
2013,48,TX,2016,2015,2011,1,822,0.381010353565216,0,6,28,277,51,449,2.09263682365417,1.97295987606049,1.74728333950043,0.69412624835968
2014,48,TX,2016,2015,2011,1,810,0.355555564165115,0,5,25,289,43,436,0.97998183965683,1.14040589332581,0.836995184421539,0.383622795343399
2015,48,TX,2016,2015,2011,1,815,0.355555564165115,0,6,27,291,50,441,0.97998183965683,1.14040589332581,0.836995184421539,0.383622795343399
2016,48,TX,2016,2015,2011,1,808,0.355555564165115,0,8,26,281,51,442,0.97998183965683,1.14040589332581,0.836995184421539,0.383622795343399
2017,48,TX,2016,2015,2011,1,820,0.355555564165115,0,7,25,292,56,440,0.97998183965683,1.14040589332581,0.836995184421539,0.383622795343399
2006,50,VT,,,2011,,,,,,,,,,,,,
2007,50,VT,,,2011,0,2297,0.354166656732559,0,1,17,9,11,2150,5.16129064559937,3.42662453651428,4.43932437896729,1.46020925045013
2008,50,VT,,,2011,1,7419,0.379189550876617,0,132,103,88,130,6682,3.86002016067505,3.00551223754883,2.78617000579834,1.03154873847961
2009,50,VT,,,2011,1,10739,0.392592579126358,1,127,109,138,165,9922,3.64720988273621,3.59477114677429,2.574955701828,1.21693122386932
2010,50,VT,,,2011,1,13688,0.444494217634201,17,206,148,193,246,11847,4.00872325897217,3.82177972793579,2.99140453338623,1.37768340110779
2011,50,VT,,,2011,1,18087,0.501960873603821,34,281,248,288,388,14481,4.06458473205566,3.7441725730896,3.08040857315064,1.28404188156128
2012,50,VT,,,2011,1,19306,0.477094918489456,18,153,239,253,294,15421,3.08597493171692,3.46451640129089,2.21596622467041,1.17585372924805
2013,50,VT,,,2011,1,20894,0.452661901712418,0,126,432,332,546,19058,2.93742299079895,2.57238340377808,2.01084852218628,0.946628212928772
2014,50,VT,,,2011,1,19258,0.45929017663002,0,90,403,369,503,17618,3.16960215568543,2.57960796356201,2.17837429046631,1.00979113578796
2015,50,VT,,,2011,1,20201,0.444906890392303,0,110,426,362,541,18652,2.64379715919495,2.9210786819458,1.88547265529633,1.03237199783325
2016,50,VT,,,2011,1,20203,0.440559446811676,0,116,423,358,522,18689,2.93987488746643,3.41960453987122,2.16802167892456,1.22923588752747
2017,50,VT,,,2011,1,19232,0.460921853780747,0,178,396,344,507,17633,2.53751111030579,3.31834721565247,1.77626597881317,1.38457334041595
2006,53,WA,2015,,2016,,9644,0.542294323444367,0,146,1662,2205,1140,3420,1.12653124332428,2.20808696746826,0.877192974090576,0.879619181156158
2007,53,WA,2015,,2016,,10367,0.577616453170776,0,154,1743,2433,1221,3906,1.41834723949432,1.93784332275391,0.972795069217682,0.861627399921417
2008,53,WA,2015,,2016,0,12157,0.560300648212433,0,182,2141,2966,1455,4616,1.08024871349335,1.82122659683228,0.735626995563507,0.802408456802368
2009,53,WA,2015,,2016,1,18845,0.581052660942078,386,267,2647,4183,1750,7791,0.952999413013458,1.77591383457184,0.714507579803467,0.824299931526184
2010,53,WA,2015,,2016,0,35759,0.514568090438843,1005,394,3497,6836,2240,15795,1.2109215259552,1.53696823120117,0.795399487018585,0.696371078491211
2011,53,WA,2015,,2016,1,54774,0.582145929336548,2074,460,4666,10924,3060,22502,1.34222316741943,1.44884216785431,0.746137857437134,0.657648324966431
2012,53,WA,2015,,2016,1,54888,0.568902373313904,1986,566,5001,11453,3354,22154,1.08210432529449,1.19038009643555,0.686492085456848,0.618368983268738
2013,53,WA,2015,,2016,1,55265,0.566197156906128,0,593,5289,12849,3556,27011,1.03006887435913,1.39261174201965,0.691156983375549,0.62043297290802
2014,53,WA,2015,,2016,1,54165,0.556991755962372,0,566,5108,13150,3423,26379,0.914494752883911,1.1280152797699,0.610820233821869,0.521124184131622
2015,53,WA,2015,,2016,0,58487,0.583188116550446,0,511,5639,14724,4028,27742,1.06747269630432,1.22226703166962,0.675582647323608,0.557741641998291
2016,53,WA,2015,,2016,1,59535,0.552105188369751,0,506,5914,15000,4087,28124,1.21038794517517,1.52008283138275,0.782852709293366,0.662338495254517
2017,53,WA,2015,,2016,0,52531,0.557130932807922,0,433,5163,13438,3611,24501,1.41930258274078,1.85575461387634,0.929866015911102,0.780278563499451
2006,55,WI,2014,,,,,,,,,,,,,,,
2007,55,WI,2014,,,,,,,,,,,,,,,
2008,55,WI,2014,,,0,1516,0.490322589874268,0,12,151,109,70,1348,1.08680069446564,2.12980937957764,0.676253378391266,1.12708902359009
2009,55,WI,2014,,,0,7606,0.478087663650513,0,44,573,568,275,4151,0.891781687736511,2.02949285507202,0.537172317504883,1.02405595779419
2010,55,WI,2014,,,0,35050,0.42774623632431,48,541,2166,1818,1227,26485,1.28356146812439,2.02807998657227,0.747104644775391,0.903636455535889
2011,55,WI,2014,,,1,33884,0.441788822412491,219,629,2186,1947,1157,25532,1.8239643573761,2.28379487991333,1.19390487670898,1.00718772411346
2012,55,WI,2014,,,1,34285,0.441640377044678,402,569,2390,2406,1216,27178,2.03626799583435,2.49619340896606,1.41060638427734,1.05071568489075
2013,55,WI,2014,,,1,34201,0.438542068004608,28,553,2500,2469,1313,26623,1.71757686138153,2.10305452346802,1.16339159011841,0.842200398445129
2014,55,WI,2014,,,1,35724,0.433498680591583,0,544,2588,2588,1351,27648,1.73450660705566,1.94485020637512,1.00106728076935,0.823328137397766
2015,55,WI,2014,,,1,36127,0.454349398612976,0,564,2650,2730,1346,27646,1.73105669021606,1.88720524311066,1.21065378189087,0.788162112236023
2016,55,WI,2014,,,1,21285,0.41604009270668,0,463,995,1048,598,17378,1.8825671672821,1.59882462024689,1.35376870632172,0.548720598220825
2017,55,WI,2014,,,1,16428,0.401937037706375,0,71,925,932,440,13354,1.84735298156738,1.67908370494843,1.25896382331848,0.672514617443085
2006,56,WY,,,,0,4926,0.285362184047699,0,49,62,792,60,4091,0.679265856742859,1.31536626815796,0.555734992027283,0.635235011577606
2007,56,WY,,,,0,8676,0.261282652616501,0,91,101,1338,97,6828,0.946843862533569,1.25760638713837,0.636914134025574,0.5102259516716
2008,56,WY,,,,0,9561,0.407185614109039,0,365,138,1598,229,7318,1.25347423553467,1.57724368572235,0.881065249443054,0.667631030082703
2009,56,WY,,,,,15697,0.396381497383118,31,429,184,2770,327,12006,1.14475774765015,1.72495675086975,0.738687455654144,0.735422134399414
2010,56,WY,,,,,15342,0.392275631427765,0,468,172,2664,288,11686,1.20372474193573,1.60236191749573,0.713689565658569,0.73348343372345
2011,56,WY,,,,,16406,0.395238101482391,0,138,165,2871,254,12114,0.934913039207458,1.41086888313293,0.602913439273834,0.709534406661987
2012,56,WY,,,,0,14224,0.404008984565735,0,138,124,2677,217,10512,1.17456245422363,1.43227303028107,0.704001069068909,0.704005002975464
2013,56,WY,,,,0,12589,0.369374096393585,0,113,130,2260,175,9668,0.998058497905731,1.0973756313324,0.601716160774231,0.484895706176758
2014,56,WY,,,,,9669,0.337961047887802,0,99,123,2325,120,6814,0.589615345001221,0.649048566818237,0.293145954608917,0.294144123792648
2015,56,WY,,,,,7233,0.359607845544815,0,97,93,1592,116,5167,0.674392342567444,0.568408250808716,0.418360769748688,0.3069708943367
2016,56,WY,,,,,5149,0.371237456798553,0,45,60,1110,81,3752,0.549632787704468,0.765810251235962,0.293769270181656,0.439560443162918
2017,56,WY,,,,0,4894,0.351479023694992,0,47,48,948,60,3639,0.583506226539612,0.551251351833344,0.300000041723251,0.226961433887482
